"idseccion","cod_tienda","nombre_tienda","idseccion_zona","cod_zona","zona","idseccion_plaza","cod_plaza","plaza","idseccion_division","cod_division","division","estado","fecha_apertura","fecha_cierre","direccion_sbs","distrito","provincia","departamento","geoubicacion","centro_costos","n_resolucion_sbs","fecha_resolucion","cod_sbs","condicion","tipo_tienda","clasificacion_tienda","tipo_horario","horario","nombre_almacen","embozadora","atencion_feriados","grupo_campana","ubigeo","tienda_imagine","fecha_imagine","tipo_idseccion","active_controller","kiosko","latitud","longitud","metros_cuadrados","cod_sector_gt","asofdate","codpropositositio","descpropositositio","codclasificaciontienda","codtipohorario","codtipotienda","codgeoubicacion","usuariocreamodifi","fechacreamodifi","horacreamodifi","lote","cu_tienda","region_convenios","region_convnominas","plaza_convenios","zona_convenios","fecinformacion"
"29200","292","Breña","82600","Z9","Zona 9","","","","82100","TL","Tiendas Lima","Cerrada","20041206","20190731","JR. IQUIQUE # 380-382","BREÑA","LIMA","LIMA","Lima Centro","2920300000","SBS 1840-2004","20041108","002-296","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA BREÑA","sin Embozadora","NO","Normal","140104","NO","19000101","T","1","","-12.053798","-77.044013000000007","154.18000000000001","4313D","","","","","","","","","20210503","08:46:44.2470000",,"000292","Lima","00 LIMA","Zona 9","LIMA",
"82700","827","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000827","Lima","","Sin Zona","PROVINCIA",
"13900","139","San Juan de Lurigancho","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. PROCERES DE LA INDEPENDENCIA 1629-1631","SAN JUAN DE LURIGANCHO","LIMA","LIMA","Lima Este","1390300000","SBS 1840-2004","20041108","002-301","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAN JUAN LURIGANCHO","con Embozadora","NO","Normal","140137","SI","20131002","T","1","1","-12.007599000000001","-77.005443","749.74000000000001","43149","","","","","","","","","20210503","08:46:44.2470000",,"000139","Lima","00 LIMA","Zona Este","LIMA",
"28400","284","Naranjal","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20081126","","AV NARANJAL LOTE 16, MANZANA I 2, N° 1409","LOS OLIVOS","LIMA","LIMA","Lima Norte","2840300000","SBS 10680-2008","20081106","002-428","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA NARANJAL","sin Embozadora","NO","Normal","140142","SI","20131108","T","1","1","-11.97733951","-77.081551649999994","225","4311E","","","","","","","","","20210503","08:46:44.2470000",,"000284","Lima","00 LIMA","Zona Norte","LIMA",
"58900","589","Challhuahuacho","90405","R3","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Activa","20090807","","PLAZA DE ARMAS S/N","CHALHUAHUACHO","COTABAMBAS","APURIMAC","Sur","5890300000","SBS 100-2009","20090107","002-460","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CHALLHUAHUACHO","sin Embozadora","NO","Nació siendo Imagine","30506","SI","20131125","T","1","1","-14.118589","-72.246733000000006","144.21000000000001","4222Z","","","","","","","","","20210503","08:46:44.2470000",,"000589","Sur","04 SUR","Cusco","PROVINCIA",
"61600","616","Trujillo Larco","","","","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Activa","20120611","","SAN VALENTIN 114-LARCO 792-796","TRUJILLO","TRUJILLO","LA LIBERTAD","Norte","6160300000","SBS 2796 - 2012","20120510","002-506","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA TRUJILLO LARCO","sin Embozadora","NO","Normal","120101","SI","20131118","T","1","1","-8.1213058870000001","-79.03619965","537.60000000000002","4212A","","","","","","","","","20210503","08:46:44.2470000",,"000616","Norte","01 NORTE","Trujillo","PROVINCIA",
"04700","047","San Felipe","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","19960401","","C.C. SAN FELIPE TDA. 26","JESUS MARIA","LIMA","LIMA","Moderna 2","0470300000","SBS 810-1997/ SBS 4954-2012","18991230","002-175","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAN FELIPE","sin Embozadora","NO","Normal","140133","SI","20131030","T","1","1","-12.087503290000001","-77.053644869999999","75.400000000000006","43135","","","","","","","","","20210503","08:46:44.2470000",,"000047","Lima","00 LIMA","Zona Oeste","LIMA",
"09600","096","Huaycán","81700","Z4","Zona 4","","","","82100","TL","Tiendas Lima","Cerrada","20071217","20130228","AV. 15 DE JULIO LT.16 - PROYECTO ESPECIAL HUAYCAN","ATE - VITARTE","LIMA","LIMA","Lima Este","","SBS 1682-2007","20071121","002-390","Alquilada","Tienda Financiera","calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","HUAYCÁN","","","Normal","140103","NO","19000101","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000096","Lima","00 LIMA","Zona Este","LIMA",
"11500","115","Barranco","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","19790601","","AV. GRAU 300","BARRANCO","LIMA","LIMA","Moderna 2","1150300000","SBS 1105-1999","19991215","002-155","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA BARRANCO","sin Embozadora","NO","Normal","140125","SI","20131206","T","1","1","-12.148909","-77.020940999999993","168.33000000000001","43244","","","","","","","","","20210503","08:46:44.2470000",,"000115","Lima","00 LIMA","Zona Sur","LIMA",
"70000","700","Chiclayo","","","","70001","PCH","Plaza Chiclayo","98900","TP","Tiendas Provincia","Activa","19991215","","JR. ELIAS AGUIRRE 641","CHICLAYO","CHICLAYO","LAMBAYEQUE","Norte","7000300000","SBS 1105-1999","19991215","002-005","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PLAZA CHICLAYO","con Embozadora","NO","Normal","130101","SI","20130923","T","2","2","-6.7716916210000004","-79.839481770000006","1078","42121","","","","","","","","","20210503","08:46:44.2470000",,"000700","Norte","01 NORTE","Chiclayo","PROVINCIA",
"35600","356","Plaza Vea Chosica","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000356","Lima","","Sin Zona","PROVINCIA",
"11100","111","Surquillo","81800","Z8","Zona 8","","","","82100","TL","Tiendas Lima","Cerrada","20071203","20200529","AV. ANGAMOS ESTE N? 1083 - 1099","SURQUILLO","LIMA","LIMA","Moderna 2","1110300000","SBS 1682-2007","20071121","002-386","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:30pm / S de 9:00am a 1:00pm","TIENDA SURQUILLO","sin Embozadora","NO","Normal","140131","SI","20131018","T","1","1","-12.112918000000001","-77.020366999999993","224","43242","","","","","","","","","20210503","08:46:44.2470000",,"000111","Lima","00 LIMA","Zona 8","LIMA",
"32300","323","Real Plaza Juliaca","90405","R3","Región Sur","34001","PTCQ","Plaza Tacna","98900","TP","Tiendas Provincia","Activa","20110119","","ESQUINA CALLE TUMBES CON CALLE SAN MARTIN JULIACA","JULIACA","SAN ROMAN","PUNO","Sur","3230300000","SBS 15266-2010","20101118","002-487","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","MM JULIACA (JAGUAR)","con Embozadora","NO","Normal","200901","SI","20141125","T","1","1","-15.49435473","-70.130695230000001","215.72999999999999","4221A","","","","","","","","","20210503","08:46:44.2470000",,"000323","Sur","04 SUR","Tacna","PROVINCIA",
"42700","427","MM Cusco Super Mega II","90419","R4","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Cerrada","20101208","20151231","AV. JORGE CHAVEZ S/N URB. TITIO WANCHQ","WANCHAQ","CUSCO","CUSCO","Sur","","SBS 5919-2010 y SBS 5419-2010","18991230","002-480","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM CUSCO SUPER MEGA II","sin Embozadora","NO","Normal","70108","SI","20131125","T","","","","","","","","","","","","","","","20210503","08:46:44.2470000",,"000427","Sur","04 SUR","Cusco","PROVINCIA",
"24400","244","MM Vea San Borja","81500","Z3","Zona Centro","","","","82100","TL","Tiendas Lima","Activa","20121215","","MZ. I-2 URB. SAN BORJA . ENTRE JAVIER PRADO ESTE, MORELLI, CARPACIO Y UCCELLO","SAN BORJA","LIMA","LIMA","Lima Este","2440300000","SBS 8593 - 2012","20121112","002-266","Alquilada","Xpress","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea SAN BORJA","con Embozadora","SI","Normal","140140","NO","19000101","T","0","","-12.090022250000001","-77.004235879999996","79.700000000000003","4332D","","","","","","","","","20210503","08:46:44.2470000",,"000244","Lima","00 LIMA","Zona Centro","LIMA",
"42800","428","Cusco Super Mega","90405","R3","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Cerrada","20070903","20201231","AV. DE LA CULTURA N? 450 URB. SANTA ROSA - WANCHAQ","WANCHAQ","CUSCO","CUSCO","Sur","4280300000","SBS 568-2007/SBS 8058-2012","18991230","002-368","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CUSCO SUPER MEGA","sin Embozadora","SI","Normal","70108","SI","20131125","T","1","1","-13.527350999999999","-71.947119000000001","108","4222M","","","","","","","","","20210503","08:46:44.2470000",,"000428","Sur","04 SUR","Cusco","PROVINCIA",
"62900","629","Trujillo El Golf","","","","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Activa","20140530","","AV. EL GOLF MZ 14, LOTES 19 Y 20. URB. LOS JARDINES DEL GOLF","VICTOR LARCO HERRERA","TRUJILLO","LA LIBERTAD","","6290300000","SBS 2802 - 2014","20140513","002-542","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA TRUJILLO EL GOLF","","","Nació siendo Imagine","130111","SI","20140530","T","1","1","-8.1352334919999993","-79.036112619999997","460.49000000000001","4212L","","","","","","","","","20210503","08:46:44.2470000",,"000629","Norte","01 NORTE","Trujillo","PROVINCIA",
"88900","889","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000889","Lima","","Sin Zona","PROVINCIA",
"43600","436","Carabayllo","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20141219","","AV UNIVERSITARIA LOTE 27 MZ F PRIMER PISO URB.TUNGASUCA I ETAPA","CARABAYLLO","LIMA","LIMA","","4360300000","SBS 7696 - 2014","20141118","002-547","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA CARABAYLLO","","","Nació siendo Imagine","150106","SI","20141219","T","1","1","-11.89447655","-77.037303059999999","187.97","4311J","","","","","","","","","20210503","08:46:44.2470000",,"000436","Lima","00 LIMA","Zona Norte","LIMA",
"04200","042","San Miguel","82000","Z2","Zona Oeste","","","","82100","TL","Tiendas Lima","Activa","19810201","","AV. LA MARINA ESQ. C/ JR. DINTILHAC L 32","SAN MIGUEL","LIMA","LIMA","Moderna 1","0420300000","SBS 252-2001","20010330","002-157","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAN MIGUEL","sin Embozadora","NO","Normal","140101","NO","19000101","T","1","1","-12.07764663","-77.08528416","654.99000000000001","43122","","","","","","","","","20210503","08:46:44.2470000",,"000042","Lima","00 LIMA","Zona Oeste","LIMA",
"43000","430","ME Cusco","90405","R3","Región Sur","42001","PCUS","Plaza Cusco","98900","TP","Tiendas Provincia","Cerrada","20060323","20200430","PORTAL COMERCIO # 133 -  PLAZA DE ARMAS CUSCO","CUSCO","CUSCO","CUSCO","Sur","4300300000","SBS 1595-2005","20051028","002-336","Alquilada","Money Exchange","Calle","Money","L a D de 8:00am a 8:00pm","TIENDA ME CUSCO","sin Embozadora","NO","Normal","70101","NO","19000101","T","0","","-13.517480000000001","-71.978857000000005","15","","","","","","","","","","20210503","08:46:44.2470000",,"000430","Sur","04 SUR","Cusco","PROVINCIA",
"95700","957","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000957","Lima","","Sin Zona","PROVINCIA",
"23100","231","MM. Ucello (W)","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000231","Lima","","Sin Zona","PROVINCIA",
"34200","342","Tacna Coronel Mendoza","90405","R3","Región Sur","34001","PTCQ","Plaza Tacna","98900","TP","Tiendas Provincia","Activa","20090803","","AV. CORONEL MENDOZA N° 1874","TACNA","TACNA","TACNA","Sur","3420300000","SBS 1773-2009","20090312","002-461","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA TACNA CORONEL MENDOZA","sin Embozadora","NO","Normal","220101","SI","20140717","T","1","1","-17.999973000000001","-70.238439","586","4222Y","","","","","","","","","20210503","08:46:44.2470000",,"000342","Sur","04 SUR","Tacna","PROVINCIA",
"15700","157","San Juan de Miraflores","81300","Z7","Zona Sur","","","","82100","TL","Tiendas Lima","Activa","20071031","","AV. LOS HEROES N?492","SAN JUAN DE MIRAFLORES","LIMA","LIMA","Lima Sur","1570300000","SBS 568-2007","20070511","002-357","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA SAN JUAN DE MIRAFLORES","sin Embozadora","NO","Normal","140136","SI","20140628","T","1","1","-12.154216","-76.972325999999995","600","43246","","","","","","","","","20210503","08:46:44.2470000",,"000157","Lima","00 LIMA","Zona Sur","LIMA",
"61500","615","Trujillo El Chacarero","","","","60001","PTRU","Plaza Trujillo","98900","TP","Tiendas Provincia","Activa","20090617","","AV. PESQUEDA CON PROLONGACION UNION, CDRA 22, URB EL SOL DE CHACARERO","TRUJILLO","TRUJILLO","LA LIBERTAD","Norte","6150300000","SBS 2419-2009","20090408","002-459","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","TIENDA MM TRUJILLO EL CHACARERO","con Embozadora","SI","Normal","120101","SI","20131118","T","1","1","-8.0902242169999994","-79.006110739999997","151.53999999999999","4211T","","","","","","","","","20210503","08:46:44.2470000",,"000615","Norte","01 NORTE","Trujillo","PROVINCIA",
"71400","714","Real Plaza Piura","","","","72001","PPIU","Plaza Piura","98900","TP","Tiendas Provincia","Activa","20110531","","AV. SANCHEZ CERRO CON AV. VICE PIURA","PIURA","PIURA","PIURA","Norte","7140300000","SBS 15266-2010","20101118","002-493","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA MM PIURA REAL PLAZA","con Embozadora","SI","Normal","190101","SI","20131209","T","1","1","-5.1869922089999996","-80.6419049","201","42126","","","","","","","","","20210503","08:46:44.2470000",,"000714","Norte","01 NORTE","Piura","PROVINCIA",
"57600","576","Ica Plaza del Sol","90405","R3","Región Sur","40001","PICA","Plaza Ica","98900","TP","Tiendas Provincia","Cerrada","20081213","20201231","CRUCE DE LAS AV. SAN MARTIN Y AYABACA LC-127 Y 126","ICA","ICA","ICA","Centro","5760300000","SBS 10680-2008","20081106","002-433","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 10:00am a 8:00pm","TIENDA ICA PLAZA DEL SOL","sin Embozadora","NO","Normal","100101","SI","20131021","T","1","1","-14.07061451","-75.728492009999997","91.359999999999999","4222U","","","","","","","","","20210503","08:46:44.2470000",,"000576","Sur","03 SUR CENTRO","Ica","PROVINCIA",
"24900","249","MM Vea Jockey Plaza","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. JAVIER PRADO Y PANAMERICANA SUR - MONTERRICO","SURCO","LIMA","LIMA","Moderna 1","2490300000","SBS 317-2005","20050218","002-307","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea JOCKEY PLAZA","con Embozadora","SI","Normal","140129","NO","19000101","T","0","","-12.084576589999999","-76.975404030000007","48","43312","","","","","","","","","20210503","08:46:44.2470000",,"000249","Lima","00 LIMA","Zona Moderna Este","LIMA",
"17300","173","Pentagonito","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20071231","","AV. BOULEVARD S/N CUARTEL GENERAL DEL EJERCITO","SAN BORJA","LIMA","LIMA","Moderna 1","1730300000","SBS 1682-2007","20071121","002-394","Alquilada","Tienda Cerrada","Cerrada","Cerrada","L a V de 8:00am a 5:00pm","TIENDA PENTAGONITO","sin Embozadora","NO","Normal","140140","NO","19000101","T","0","","-12.10162107","-76.987700680000003","60.770000000000003","43217","","","","","","","","","20210503","08:46:44.2470000",,"000173","Lima","00 LIMA","Zona Moderna Este","LIMA",
"37600","376","Plaza Lima Norte","80500","Z1","Zona Norte","","","","82100","TL","Tiendas Lima","Activa","20120504","","AV. ALFREDO MENDIOLA N? 1400, TDA. CS04","INDEPENDENCIA","LIMA","LIMA","Lima Norte","3760300000","SBS 2606 - 2012","20120426","002-505","Alquilada","Tienda Financiera","Centro Comercial","Horario Extendido","L a S de 9:00am a 8:00pm / D de 12:00am a 6:00pm","TIENDA PLAZA LIMA NORTE","con Embozadora","SI","Normal","140102","SI","20140620","T","1","1","-12.00699329","-77.060355650000005","282.94999999999999","4311H","","","","","","","","","20210503","08:46:44.2470000",,"000376","Lima","00 LIMA","Zona Norte","LIMA",
"24300","243","MM San Jorge","81700","Z4","Zona Este","","","","82100","TL","Tiendas Lima","Activa","20050401","","AV. LA MOLINA 926 - 930 MZ. A LT 07, URB. AMPLIACIÓN RESIDENCIAL MONTERRICO","LA MOLINA","LIMA","LIMA","Moderna 1","2430300000","SBS 317-2005","20050218","002-322","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea SAN JORGE","sin Embozadora","SI","Normal","140110","NO","19000101","T","0","","-12.069846399999999","-76.957785819999998","36.700000000000003","43332","","","","","","","","","20210503","08:46:44.2470000",,"000243","Lima","00 LIMA","Zona Este","LIMA",
"30000","300","Arequipa","","","","30001","PAQP","Plaza Arequipa","98900","TP","Tiendas Provincia","Activa","19991215","","CA. MERCADERES 217","AREQUIPA","AREQUIPA","AREQUIPA","Sur","3000300000","SBS 1105-1999","19991215","002-086","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PLAZA AREQUIPA","con Embozadora","NO","Normal","40101","SI","20131028","T","1","2","-16.398799","-71.534616999999997","1868","42214","","","","","","","","","20210503","08:46:44.2470000",,"000300","Arequipa","04 SUR","Arequipa","PROVINCIA",
"19900","199","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000199","00 LIMA","00 LIMA","LIMA","PROVINCIA",
"64200","642","Empresarial San Isidro","96200","Z5","Zona 5","","","","82100","TL","Tiendas Lima","Cerrada","20150209","20190105","Av. Víctor Andres Belaunde N° 220","SAN ISIDRO","LIMA","LIMA","","6420300000","SBS 6618 - 2014","20141007","0","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm/S de 9:00am a 1:00pm","TIENDA NUEVA BELAUNDE","","","Nació siendo Imagine","140112","SI","20150209","T","1","1","-12.095776000000001","-77.037165999999999","268.68000000000001","4321A","","","","","","","","","20210503","08:46:44.2470000",,"000642","Lima","","Zona Moderna Oeste","LIMA",
"33400","334","ME Arequipa","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000334","Sur","04 SUR","Arequipa","PROVINCIA",
"36500","365","Raúl Ferrero","81200","Z6","Zona Moderna Este","","","","82100","TL","Tiendas Lima","Activa","20140113","","AV. RAUL FERRERO MZ. D2, LOTE 17, URB. REMANSO DE LA MOLINA, I ETAPA","LA MOLINA","LIMA","LIMA","","3650300000","SBS 7080 - 2013","20131202","002-539","Alquilada","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA RAUL FERRERO","","","Nació siendo Imagine","140110","SI","20140113","T","1","1","-12.091090749999999","-76.952264409999998","451.92000000000002","43225","","","","","","","","","20210503","08:46:44.2470000",,"000365","Lima","00 LIMA","Zona Moderna Este","LIMA",
"50000","500","Huancayo","90403","R2","Región Centro","50001","PJUN","Plaza Junin","98900","TP","Tiendas Provincia","Activa","20081202","","CALLE REAL 640-642-644","HUANCAYO","HUANCAYO","JUNIN","Centro","5000300000","SBS 11850-2008","20081202","002-058","Propia","Tienda Financiera","Calle","Normal","L a V de 9:00am a 6:00pm / S de 9:00am a 1:00pm","TIENDA PLAZA HUANCAYO","con Embozadora","NO","Normal","110101","SI","20131111","T","1","1","-12.069710000000001","-75.209455000000005","908","4222D","","","","","","","","","20210503","08:46:44.2470000",,"000500","Centro","03 SUR CENTRO","Junin","PROVINCIA",
"97000","970","","","","","","","","","","Tiendas provincia","Pendiente","19000101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"000970","Lima","","Sin Zona","PROVINCIA",
"49100","491","MM Vea Zárate","81700","Z4","Zona 4","","","","82100","TL","Tiendas Lima","Cerrada","20090526","20180611","AV. LURIGANCHO Y CALLE LOS REGADORES","SAN JUAN DE LURIGANCHO","LIMA","LIMA","Lima Este","4910300000","SBS 2419-2009","20090408","002-456","Alquilada","Money Market","Supermercado","Money","L a D 9:00am a 9:00pm","MM Vea ZARATE","con Embozadora","SI","Normal","140137","NO","19000101","T","0","","-12.016387","-76.992750999999998","125.88","43329","","","","","","","","","20210503","08:46:44.2470000",,"000491","Lima","00 LIMA","Zona Este","LIMA",
