"num_ciiuv4","desc_seccion","desc_propuesta","desc_v2","desc_sector_01","p_fecinformacion"
"4641","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de productos textiles, prendas de vestir y calzado","Comercio","20260128"
"4649","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de otros enseres domésticos","Comercio","20260128"
"4651","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de ordenadores, equipo periférico y programas de informática","Comercio","20260128"
"4652","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones","Comercio","20260128"
"4653","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de maquinaria, equipo y materiales agropecuarios","Comercio","20260128"
"4659","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de otros tipos de maquinaria y equipo","Comercio","20260128"
"4661","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos","Comercio","20260128"
"4662","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de metales y minerales metalíferos","Comercio","20260128"
"4663","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción","Comercio","20260128"
"4669","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor de desperdicios, desechos y chatarra y otros productos n.c.p.","Comercio","20260128"
"4690","Comercio al por mayor y al por menor","COMERCIO","Venta al por mayor no especializada","Comercio","20260128"
"4711","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco","Comercio","20260128"
"4719","Comercio al por mayor y al por menor","COMERCIO","Otras actividades de venta al por menor en comercios no especializados","Comercio","20260128"
"4721","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de alimentos en comercios especializados","Comercio","20260128"
"4722","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de bebidas en comercios especializados","Comercio","20260128"
"4723","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de productos de tabaco en comercios especializados","Comercio","20260128"
"4730","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de combustibles para vehículos automotores en comercios especializados","Comercio","20260128"
"4741","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de ordenadores, equipo periférico, programas de informática y equipo de telecomunicaciones","Comercio","20260128"
"4742","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de equipo de sonido y de video en comercios especializados","Comercio","20260128"
"4751","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de productos textiles en comercios especializados","Comercio","20260128"
"4752","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de artículos de ferretería, pinturas y productos de vidrio en comercios especializados","Comercio","20260128"
"4753","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados","Comercio","20260128"
"4759","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de aparatos eléctricos de uso doméstico, muebles, equipo de iluminación y otros enseres domésticos en comercios especializados","Comercio","20260128"
"4761","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados","Comercio","20260128"
"4762","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de grabaciones de música y de vídeo en comercios especializados","Comercio","20260128"
"4763","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de equipo de deporte en comercios especializados","Comercio","20260128"
"4764","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de juegos y juguetes en comercios especializados","Comercio","20260128"
"4771","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de prendas de vestir, calzado y artículos de cuero en comercios especializados","Comercio","20260128"
"4772","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de productos farmacéuticos y médicos, cosméticos y artículos de tocador en comercios especializados","Comercio","20260128"
"4773","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de otros productos nuevos en comercios especializados","Comercio","20260128"
"4774","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de artículos de segunda mano","Comercio","20260128"
"4781","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados","Comercio","20260128"
"4782","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercados","Comercio","20260128"
"4789","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor de otros productos en puestos de venta y mercados","Comercio","20260128"
"4791","Comercio al por mayor y al por menor","COMERCIO","Venta al por menor por correo y por Internet","Comercio","20260128"
"4799","Comercio al por mayor y al por menor","COMERCIO","Otras actividades de venta al por menor no realizadas en comercios, puestos de venta o mercados","Comercio","20260128"
"4911","Transporte y almacenamiento","TRANSPORTE","Transporte interurbano de pasajeros por ferrocarril","transporte","20260128"
"4912","Transporte y almacenamiento","TRANSPORTE","Transporte de carga por ferrocarril","transporte","20260128"
"4921","Transporte y almacenamiento","TRANSPORTE URBANO","Transporte urbano y suburbano de pasajeros por vía terrestre","Transporte urbano","20260128"
"4922","Transporte y almacenamiento","TRANSPORTE","Otras actividades de transporte por vía terrestre","transporte","20260128"
"4923","Transporte y almacenamiento","TRANSPORTE CARGA","Transporte de carga por carretera","Transporte carga","20260128"
"4930","Transporte y almacenamiento","HIDROCARBUROS","Transporte por tuberías","Hidrocarburos","20260128"
"5011","Transporte y almacenamiento","TRANSPORTE","Transporte de pasajeros marítimo y de cabotaje","transporte","20260128"
"5012","Transporte y almacenamiento","TRANSPORTE CARGA","Transporte de carga marítimo y de cabotaje","Transporte carga","20260128"
"5021","Transporte y almacenamiento","TRANSPORTE","Transporte de pasajeros por vías de navegación interiores","transporte","20260128"
"5022","Transporte y almacenamiento","TRANSPORTE CARGA","Transporte de carga por vías de navegación interiores","Transporte carga","20260128"
"5110","Transporte y almacenamiento","TRANSPORTE","Transporte de pasajeros por vía aérea","transporte","20260128"
"5120","Transporte y almacenamiento","TRANSPORTE CARGA","Transporte de carga por vía aérea","Transporte carga","20260128"
"5210","Transporte y almacenamiento","SERVICIOS","Almacenamiento y depósito","Servicios","20260128"
"5221","Transporte y almacenamiento","SERVICIOS","Actividades de servicios vinculadas al transporte terrestre","Servicios","20260128"
"5222","Transporte y almacenamiento","SERVICIOS","Actividades de servicios vinculadas al transporte acuático","Servicios","20260128"
"5223","Transporte y almacenamiento","SERVICIOS","Actividades de servicios vinculadas al transporte aéreo","Servicios","20260128"
"5224","Transporte y almacenamiento","SERVICIOS","Manipulación de la carga","Servicios","20260128"
"5229","Transporte y almacenamiento","TRANSPORTE","Otras actividades de apoyo al transporte","transporte","20260128"
"5310","Transporte y almacenamiento","TRANSPORTE","Actividades postales","transporte","20260128"
"5320","Transporte y almacenamiento","SERVICIOS","Actividades de mensajería","Servicios","20260128"
"5510","Actividades de alojamiento y de servicio de comidas","TURISMO Y RESTAURANTES","Actividades de alojamiento para estancias cortas","Turismo y restaurantes","20260128"
"5520","Actividades de alojamiento y de servicio de comidas","TURISMO Y RESTAURANTES","Actividades de campamentos, parques de vehículos recreativos y parques de caravanas","Turismo y restaurantes","20260128"
"5590","Actividades de alojamiento y de servicio de comidas","TURISMO Y RESTAURANTES","Otras actividades de alojamiento","Turismo y restaurantes","20260128"
"5610","Actividades de alojamiento y de servicio de comidas","TURISMO Y RESTAURANTES","Actividades de restaurantes y de servicio móvil de comidas","Turismo y restaurantes","20260128"
"5621","Actividades de alojamiento y de servicio de comidas","TURISMO Y RESTAURANTES","Suministro de comidas por encargo","Turismo y restaurantes","20260128"
"5629","Actividades de alojamiento y de servicio de comidas","TURISMO Y RESTAURANTES","Otras actividades de servicio de comidas","Turismo y restaurantes","20260128"
"5630","Actividades de alojamiento y de servicio de comidas","TURISMO Y RESTAURANTES","Actividades de servicio de bebidas","Turismo y restaurantes","20260128"
"5811","INFORMACION y comunicaciones","SERVICIOS","Edición de libros","Servicios","20260128"
"5812","INFORMACION y comunicaciones","SERVICIOS","Edición de directorios y listas de correo","Servicios","20260128"
"5813","INFORMACION y comunicaciones","SERVICIOS","Edición de periódicos, revistas y otras publicaciones periódicas","Servicios","20260128"
"5819","INFORMACION y comunicaciones","SERVICIOS","Otras actividades de edición","Servicios","20260128"
"5820","INFORMACION y comunicaciones","SERVICIOS","Edición de programas informáticos","Servicios","20260128"
"5911","INFORMACION y comunicaciones","SERVICIOS","Actividades de producción de películas cinematográficas, vídeos y programas de televisión","Servicios","20260128"
"5912","INFORMACION y comunicaciones","SERVICIOS","Actividades de postproducción de películas cinematográficas, vídeos y programas de televisión","Servicios","20260128"
"5913","INFORMACION y comunicaciones","SERVICIOS","Actividades de distribución de películas cinematográficas, vídeos y programas de televisión","Servicios","20260128"
"5914","INFORMACION y comunicaciones","SERVICIOS","Actividades de exhibición de películas cinematográficas y cintas de vídeo","Servicios","20260128"
"5920","INFORMACION y comunicaciones","SERVICIOS","Actividades de grabación de sonido y edición de música","Servicios","20260128"
"6010","INFORMACION y comunicaciones","SERVICIOS","Transmisiones de radio","Servicios","20260128"
"6020","INFORMACION y comunicaciones","SERVICIOS","Programación y transmisiones de televisión","Servicios","20260128"
"6110","INFORMACION y comunicaciones","TELECOMUNICACIONES","Actividades de telecomunicaciones alámbricas","Telecomunicaciones","20260128"
"6120","INFORMACION y comunicaciones","TELECOMUNICACIONES","Actividades de telecomunicaciones inalámbricas","Telecomunicaciones","20260128"
"6130","INFORMACION y comunicaciones","TELECOMUNICACIONES","Actividades de telecomunicaciones por satélite","Telecomunicaciones","20260128"
"6190","INFORMACION y comunicaciones","TELECOMUNICACIONES","Otras actividades de telecomunicaciones","Telecomunicaciones","20260128"
"6201","INFORMACION y comunicaciones","SERVICIOS","Programación informática","Servicios","20260128"
"6202",,"SERVICIOS","Consultoría de informática y gestión de instalaciones informáticas","Servicios","20260128"
"6209",,"SERVICIOS","Otras actividades de tecnología de la información y de servicios informáticos","Servicios","20260128"
"6311","INFORMACION y comunicaciones","SERVICIOS","Procesamiento de datos, hospedaje y actividades conexas","Servicios","20260128"
"6312",,"SERVICIOS","Portales web","Servicios","20260128"
"6391","INFORMACION y comunicaciones","SERVICIOS","Actividades de agencias de noticias","Servicios","20260128"
"6399",,"SERVICIOS","Otras actividades de servicios de información n.c.p.","Servicios","20260128"
"6411","Actividades financieras y de seguros","SSFF","Banca central","SSFF","20260128"
"6419",,"SSFF","Otras actividades de intermediación monetaria","SSFF","20260128"
"6420","Actividades financieras y de seguros","SSFF","Actividades de sociedades de cartera","SSFF","20260128"
"6430","Actividades financieras y de seguros","SSFF","Fondos y sociedades de inversión y entidades financieras similares","SSFF","20260128"
"6491","Actividades financieras y de seguros","SSFF","Arrendamiento financiero","SSFF","20260128"
"6492",,"SSFF","Otras actividades de concesión de crédito","SSFF","20260128"
"6499",,"SSFF","Otras actividades de servicios financieros, excepto las de seguros y de pensiones n.c.p.","SSFF","20260128"
"6511","Actividades financieras y de seguros","SSFF","Seguros de vida","SSFF","20260128"
"6512",,"SSFF","Otros tipos de seguros","SSFF","20260128"
"6520","Actividades financieras y de seguros","SSFF","Reaseguros","SSFF","20260128"
"6530","Actividades financieras y de seguros","SSFF","Fondos de pensiones","SSFF","20260128"
"6611","Actividades financieras y de seguros","SSFF","Administración de mercados financieros","SSFF","20260128"
"6612","Actividades financieras y de seguros","SSFF","Corretaje de valores y de contratos de productos básicos","SSFF","20260128"
"6619","Actividades financieras y de seguros","SERVICIOS","Otras actividades auxiliares de las actividades de servicios financieros","Servicios","20260128"
"6621","Actividades financieras y de seguros","SERVICIOS","Evaluación de riesgos y daños","Servicios","20260128"
"6622","Actividades financieras y de seguros","SERVICIOS","Actividades de agentes y corredores de seguros","Servicios","20260128"
"6629","Actividades financieras y de seguros","SERVICIOS","Otras actividades auxiliares de las actividades de seguros y fondos de pensiones","Servicios","20260128"
"6630","Actividades financieras y de seguros","SERVICIOS","Actividades de gestión de fondos","Servicios","20260128"
"6810","Actividades inmobiliarias","INMOBILIARIO","Actividades inmobiliarias realizadas con bienes propios o arrendados","Inmobiliario","20260128"
"6820","Actividades inmobiliarias","INMOBILIARIO","Actividades inmobiliarias realizadas a cambio de una retribución o por contrata","Inmobiliario","20260128"
"6910","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Actividades jurídicas","Servicios profesionales","20260128"
"6920"," CONSULTORIA fiscal"," CONSULTORIA fiscal","Actividades de contabilidad, teneduría de libros y auditoría","Servicios profesionales","20260128"
"7010","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Actividades de oficinas principales","Servicios profesionales","20260128"
"7020","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Actividades de consultoría de gestión","Servicios profesionales","20260128"
"7110","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Actividades de arquitectura e ingeniería y actividades conexas de consultoría técnica","Servicios profesionales","20260128"
"7120","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Ensayos y análisis técnicos","Servicios profesionales","20260128"
"7210","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería","Servicios profesionales","20260128"
"7220","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades","Servicios profesionales","20260128"
"7310","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Publicidad","Servicios profesionales","20260128"
"7320","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Estudios de mercado y encuestas de opinión pública","Servicios profesionales","20260128"
"7410","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Actividades especializadas de diseño","Servicios profesionales","20260128"
"7420","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Actividades de fotografía","Servicios profesionales","20260128"
"7490","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Otras actividades profesionales, científicas y técnicas n.c.p.","Servicios profesionales","20260128"
"7500","Actividades profesionales, CIENTIFICAS y TECNICAS","SERVICIOS POFESIONALES","Actividades veterinarias","Servicios profesionales","20260128"
"7710","Actividades de servicios administrativos y de apoyo","SERVICIOS","Alquiler y arrendamiento de vehículos automotores","Servicios","20260128"
"7721","Actividades de servicios administrativos y de apoyo","SERVICIOS","Alquiler y arrendamiento de equipo recreativo y deportivo","Servicios","20260128"
"7722","Actividades de servicios administrativos y de apoyo","SERVICIOS","Alquiler de cintas de vídeo y discos","Servicios","20260128"
"7729","Actividades de servicios administrativos y de apoyo","SERVICIOS","Alquiler y arrendamiento de otros efectos personales y enseres domésticos","Servicios","20260128"
"7730","Actividades de servicios administrativos y de apoyo","SERVICIOS","Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles","Servicios","20260128"
"7740","Actividades de servicios administrativos y de apoyo","SERVICIOS","Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor","Servicios","20260128"
"7810","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de agencias de empleo","Servicios","20260128"
"7820","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de agencias de empleo temporal","Servicios","20260128"
"7830","Actividades de servicios administrativos y de apoyo","SERVICIOS","Otras actividades de dotación de recursos humanos","Servicios","20260128"
"7911","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de agencias de viajes","Servicios","20260128"
"7912","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de operadores turísticos","Servicios","20260128"
"7990","Actividades de servicios administrativos y de apoyo","SERVICIOS","Otros servicios de reservas y actividades conexas","Servicios","20260128"
"8010","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de seguridad privada","Servicios","20260128"
"8020","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de servicios de sistemas de seguridad","Servicios","20260128"
"8030","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de investigación","Servicios","20260128"
"8110","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades combinadas de apoyo a instalaciones","Servicios","20260128"
"8121","Actividades de servicios administrativos y de apoyo","SERVICIOS","Limpieza general de edificios","Servicios","20260128"
"8129","Actividades de servicios administrativos y de apoyo","SERVICIOS","Otras actividades de limpieza de edificios y de instalaciones industriales","Servicios","20260128"
"8130","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de paisajismo y servicios de mantenimiento conexos","Servicios","20260128"
"8211","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades combinadas de servicios administrativos de oficina","Servicios","20260128"
"8219","Actividades de servicios administrativos y de apoyo","SERVICIOS","Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo de oficina","Servicios","20260128"
"8220","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de centros de llamadas","Servicios","20260128"
"8230","Actividades de servicios administrativos y de apoyo","SERVICIOS","Organización de convenciones y exposiciones comerciales","Servicios","20260128"
"8291","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de agencias de cobro y agencias de calificación crediticia","Servicios","20260128"
"8292","Actividades de servicios administrativos y de apoyo","SERVICIOS","Actividades de envasado y empaquetado","Servicios","20260128"
"8299","Actividades de servicios administrativos y de apoyo","SERVICIOS","Otras actividades de servicios de apoyo a las empresas n.c.p.","Servicios","20260128"
"8411","ADMINISTRACION PUBLICA y defensa","ESTADO","Actividades de la administración pública en general","Estado","20260128"
"8412","ADMINISTRACION PUBLICA y defensa","ESTADO","Regulación de las actividades de organismos que prestan servicios sanitarios, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social","Estado","20260128"
"8413","ADMINISTRACION PUBLICA y defensa","ESTADO","Regulación y facilitación de la actividad económica","Estado","20260128"
"8421","ADMINISTRACION PUBLICA y defensa","ESTADO","Relaciones exteriores","Estado","20260128"
"8422","ADMINISTRACION PUBLICA y defensa","ESTADO","Actividades de defensa","Estado","20260128"
"8423","ADMINISTRACION PUBLICA y defensa","ESTADO","Actividades de mantenimiento del orden público y de seguridad","Estado","20260128"
"8430","ADMINISTRACION PUBLICA y defensa","ESTADO","Actividades de planes de seguridad social de afiliación obligatoria","Estado","20260128"
"8510","ENSENANZA","EDUCACION COLEGIOS","Enseñanza preescolar y primaria","Educacion colegios","20260128"
"8521","ENSENANZA","EDUCACION COLEGIOS","Enseñanza secundaria de formación general","Educacion colegios","20260128"
"8522","ENSENANZA","EDUCACION COLEGIOS","Enseñanza secundaria de formación técnica y profesional","Educacion colegios","20260128"
"8530","ENSENANZA","EDUCACION SUPERIOR","Enseñanza superior","Educacion superior","20260128"
"8541","ENSENANZA","EDUCACION OTROS","Enseñanza deportiva y recreativa","Educacion otros","20260128"
"8542","ENSENANZA","EDUCACION OTROS","Enseñanza cultural","Educacion otros","20260128"
"8549","ENSENANZA","EDUCACION OTROS","Otros tipos de enseñanza n.c.p.","Educacion otros","20260128"
"8550","ENSENANZA","EDUCACION OTROS","Actividades de apoyo a la enseñanza","Educacion otros","20260128"
"8610","Actividades de ATENCION de la salud humana y de asistencia social","SALUD","Actividades de hospitales","Salud","20260128"
"8620","Actividades de ATENCION de la salud humana y de asistencia social","SALUD","Actividades de médicos y odontólogos","Salud","20260128"
"8690","Actividades de ATENCION de la salud humana y de asistencia social","SALUD","Otras actividades de atención de la salud humana","Salud","20260128"
"8710","Actividades de ATENCION de la salud humana y de asistencia social","SERVICIOS","Actividades de atención de enfermería en instituciones","Servicios","20260128"
"8720","Actividades de ATENCION de la salud humana y de asistencia social","SERVICIOS","Actividades de atención en instituciones para personas con retraso mental, enfermos mentales y toxicómanos","Servicios","20260128"
"8730","Actividades de ATENCION de la salud humana y de asistencia social","SERVICIOS","Actividades de atención en instituciones para personas de edad y personas con discapacidad","Servicios","20260128"
"8790","Actividades de ATENCION de la salud humana y de asistencia social","SERVICIOS","Otras actividades de atención en instituciones","Servicios","20260128"
"8810","Actividades de ATENCION de la salud humana y de asistencia social","SERVICIOS","Actividades de asistencia social sin alojamiento para personas de edad y personas con discapacidad","Servicios","20260128"
"8890","Actividades de ATENCION de la salud humana y de asistencia social","SERVICIOS","Otras actividades de asistencia social sin alojamiento","Servicios","20260128"
"9000","Actividades ARTISTICAS, de entretenimiento y recreativas","SERVICIOS","Actividades creativas, artísticas y de entretenimiento","Servicios","20260128"
"9101","Actividades ARTISTICAS, de entretenimiento y recreativas","SERVICIOS","Actividades de bibliotecas y archivos","Servicios","20260128"
"9102","Actividades ARTISTICAS, de entretenimiento y recreativas","SERVICIOS","Actividades de museos y conservación de lugares y edificios históricos","Servicios","20260128"
